ID	species	date	latitude	longitude	dayOfYear
187a6443-e0a2-4d66-a769-8472639bec0d	COLLINSIA VERNA	2006.32054794521	40.35503	-89.12964	117
bc1cdf9b-293c-45f2-98ad-814e24a7c260	COLLINSIA VERNA	1916.35245901639	40.863339	-87.332446	129
f249bbdd-120d-4331-a7f4-13bd1400e8b7	COLLINSIA VERNA	2017.27397260274	39.426389	-86.548889	100
6c3344a6-29ef-4d2d-ac97-5e738d564dc2	COLLINSIA VERNA	1871.32328767123	40.376417	-80.102346	118
bbc8eb1a-53b2-40d9-b94c-89c1275d5207	COLLINSIA VERNA	1968.31693989071	38.808095	-89.086254	116
425b0cca-560d-4fd6-a031-0beacce8e6a0	COLLINSIA VERNA	1955.32328767123	36.62285	-94.180764	118
be7c1655-90b4-40f5-8cc2-dfc96b9110e7	COLLINSIA VERNA	1933.35342465753	39.982803	-85.191988	129
91713cc7-b280-4ad5-8890-61bea185a7ea	COLLINSIA VERNA	1984.3306010929	39.95	-80.45	121
a320ee1f-835e-40d3-a283-f7aa3638bf9b	COLLINSIA VERNA	1997.36164383562	40.358524	-80.109069	132
d6131935-18f9-4757-a326-ce565053906e	COLLINSIA VERNA	1926.35068493151	40.330187	-80.11025	128
c272c4fd-5e24-4fef-802d-22f0fd04ddcd	COLLINSIA VERNA	2005.32602739726	39.99234	-80.43869	119
b0f76adc-0134-4de4-a9c2-c700db9d8625	COLLINSIA VERNA	1971.35068493151	39.92387	-80.50558	128
e0acbf7e-b434-4f7c-bc4d-fa28b6bae6e6	COLLINSIA VERNA	1890.37534246575	42.78253	-85.694471	137
e722f1c4-69c6-4ab6-affd-91d8408e0ad7	COLLINSIA VERNA	1901.35890410959	40.416702	-86.875287	131
a27c77c8-d035-41ee-8955-4c195dc1ae4d	COLLINSIA VERNA	1898.33698630137	41.154498	-82.541006	123
7dd95947-0503-4350-a3d8-33f3c68ccb90	COLLINSIA VERNA	1994.35890410959	40.1444444444	-79.7166666667	131
794eb50b-d30b-45ff-b7bb-342452bc20dc	COLLINSIA VERNA	1975.30410958904	36.0344444	-86.2677778	111
14126d72-fcfe-4a46-8a10-267bb1bb5d89	COLLINSIA VERNA	2017.33698630137	39.8831	-80.4363	123
ab7ac284-a16d-4406-ad01-c801af615932	COLLINSIA VERNA	1985.29315068493	39.968147	-80.44975	107
e3fb8517-8e1f-4035-baf4-0ebeeb2c857c	COLLINSIA VERNA	2009.3698630137	40.520159	-80.446622	135
75423ac3-7001-4abd-bf84-9886d101ff30	COLLINSIA VERNA	2010.36438356164	40.007969	-80.058137	133
