ID	species	date	latitude	longitude	dayOfYear
8ca1a58e-1fb1-4290-948a-0ad8c1214033	ISOPYRUM BITERNATUM	1956.23770491803	30.795806370500003	-85.2158868227	87
661e4fbe-84ef-4254-b50f-0291e171d66e	ISOPYRUM BITERNATUM	1956.34426229508	38.5148	-95.6256	126
8f38f877-0ebf-4aa2-b746-96be4965cdd9	ISOPYRUM BITERNATUM	1936.31693989071	39.420298	-86.816397	116
00aa4577-f238-449f-984e-a85fcdd68f81	ISOPYRUM BITERNATUM	1973.32876712329	44.7202526	-89.1588051	120
86a75a75-0759-48dd-a2ce-00e64edfa3e8	ISOPYRUM BITERNATUM	2006.40547945205	39.465	-87.354167	148
c5b73349-fa2e-4102-b67f-6bbfe3a30feb	ISOPYRUM BITERNATUM	1920.4043715847	41.574409	-85.389112	148
908b1df7-a62a-4020-975a-ac470bc84464	ISOPYRUM BITERNATUM	1873.18356164384	38.71503	-85.469794	67
b063f99f-226e-47cc-8190-8056ef5eb579	ISOPYRUM BITERNATUM	1876.39617486339	44.987465	-93.263558	145
1a74bcf9-b1cf-40b6-af32-2246f6b08058	ISOPYRUM BITERNATUM	1991.38630136986	45.829738	-94.31442	141
771d0589-c3a0-4090-89d6-8c4edd3ddfe2	ISOPYRUM BITERNATUM	2001.30684931507	37.333333	-95.083333	112
ac418eaa-6485-46ee-b6e6-d9ea73480b59	ISOPYRUM BITERNATUM	2001.26849315068	38.6183319	-95.2877808	98
37a3ee6d-ea33-446c-8421-051bd4e35de7	ISOPYRUM BITERNATUM	1917.33424657534	38.932958	-86.812423	122
384eb0d5-ec48-4ee1-950b-deec9900bd0f	ISOPYRUM BITERNATUM	1940.3306010929	39.563528	-84.736648	121
d272099b-82d4-4af6-abf4-188089369751	ISOPYRUM BITERNATUM	2006.2602739726	38.987222	-88.621944	95
96bac639-d7d6-4bea-a8a2-863c1c1e6445	ISOPYRUM BITERNATUM	1890.24931506849	44.956159	-93.212666	91
431926f4-b01f-49b1-ac55-bc9882c65470	ISOPYRUM BITERNATUM	1937.29315068493	37.41833	-95.68	107
165a7ecd-682f-484d-9544-2bd8b724b227	ISOPYRUM BITERNATUM	1995.28219178082	39.380283	-94.932377	103
f275850d-8c48-4601-9166-8e3b9b5dbbde	ISOPYRUM BITERNATUM	1969.27671232877	37.03729	-95.08088	101
e3d65e1f-b31a-4ca9-baed-950074c05ecc	ISOPYRUM BITERNATUM	1991.30684931507	37.183307	-94.646522	112
56ac7a3f-890b-41a8-b4f7-2c24e6e9a46b	ISOPYRUM BITERNATUM	1986.32602739726	44.3572235	-93.101944	119
3030b71b-ee6f-4048-9ed0-8287462b7c80	ISOPYRUM BITERNATUM	1976.29508196721	43.49006566	-90.97544554	108
7ee75e89-6949-41be-9d63-ff7301643863	ISOPYRUM BITERNATUM	1978.39452054795	44.26466104	-88.26320629	144
aff7c6ed-1477-4e98-ab89-5c66dba9543a	ISOPYRUM BITERNATUM	1993.34794520548	44.5480556	-95.1244444	127
ca9269c6-0766-4208-8208-1e7f23ecb881	ISOPYRUM BITERNATUM	1959.31506849315	38.183418	-86.800597	115
326cf097-0b97-43ef-96e6-243786c9be4b	ISOPYRUM BITERNATUM	1917.34794520548	38.061192	-87.963804	127
a87f6fa4-be71-42de-b207-ab91f9eda38b	ISOPYRUM BITERNATUM	1912.30601092896	39.762459	-86.417118	112
4335fe22-7988-46d7-adb4-8cba0ab2e684	ISOPYRUM BITERNATUM	1992.26229508197	38.7976	-95.18608	96
055ecf0f-b265-4edd-bbe1-7b0518d824e7	ISOPYRUM BITERNATUM	2012.21584699454	30.81198	-85.22924	79
3e2e9a23-8e85-4fa5-bd10-8a0b00a88e81	ISOPYRUM BITERNATUM	1960.31147540984	38.7903	-95.1664	114
7679577f-d000-4fdc-85fe-3cf46d0cf16d	ISOPYRUM BITERNATUM	1991.30136986301	44.22166979	-88.35325631	110
1d2c0828-f4ac-4631-b4c5-c8d00315bd29	ISOPYRUM BITERNATUM	1955.27945205479	39.529814	-87.420089	102
be19bac5-1c66-4c4e-9c61-c5491efc26a3	ISOPYRUM BITERNATUM	1956.34426229508	38.5148	-95.6256	126
7e4bc37e-7db0-4622-8186-1b4657fb001c	ISOPYRUM BITERNATUM	1968.27322404372	37.66129	-94.73616	100
39c82258-47e6-47d1-94eb-4b1ccc0f5c22	ISOPYRUM BITERNATUM	1924.33879781421	44.249964	-91.954363	124
8f92e717-5a3a-4c0a-92b4-606053981263	ISOPYRUM BITERNATUM	1995.34520547945	44.20395958	-88.35845107	126
b6d4551c-936a-4dfa-8159-7b5ab0d36bfa	ISOPYRUM BITERNATUM	1961.30136986301	38.52744	-95.6113	110
283f7c23-9bf5-4994-b05c-5686bf110290	ISOPYRUM BITERNATUM	1988.35245901639	43.24330984	-88.17228449	129
1fb210cb-0dd8-4715-8a50-612906800d01	ISOPYRUM BITERNATUM	1912.32513661202	39.007623	-85.604343	119
f84b19e0-b48b-4e7b-9afc-2ccfd4f6b7b6	ISOPYRUM BITERNATUM	2015.27397260274	36.864239	-94.920792	100
3c90e80d-b272-4209-8dd8-efda1bf8f63a	ISOPYRUM BITERNATUM	1919.37534246575	44.90516	-93.16646	137
ca11849c-3ec7-4b7b-b011-1315b6c7f745	ISOPYRUM BITERNATUM	1968.26775956284	39.886018	-91.24889	98
7eda73fe-128b-4ba7-a54e-056894cf710f	ISOPYRUM BITERNATUM	1948.3606557377	40.110588	-88.20727	132
78af5a21-d255-45c2-9fba-d3b5ac97cae8	ISOPYRUM BITERNATUM	1991.15068493151	30.8127778	-85.2291667	55
2c12b1d5-d021-4be5-8fa4-102a7925250f	ISOPYRUM BITERNATUM	2016.22404371585	38.50175	-94.93843	82
e7c06bbe-3be6-4da5-986f-2b68ec11247d	ISOPYRUM BITERNATUM	2008.38524590164	41.98971	-89.46687	141
f31e066f-67ee-47a4-8c18-f787f20b3316	ISOPYRUM BITERNATUM	2016.2650273224	37.047515	-95.018345	97
b45694cf-1576-4460-9289-7d8d2e0b79e5	ISOPYRUM BITERNATUM	1905.3698630137	44.979965	-93.263836	135
63ce435d-f6ac-4c80-89da-09d54c3acf89	ISOPYRUM BITERNATUM	1918.32054794521	38.449349	-85.915241	117
